Customer_ID,Age,Gender,Phone No,Email,Location,Date,Flight ID,Preferred_Travel_Class,Booking_Channel,Destination_Type,Booking_Frequency,Distance,Miles_Accrued,Loyalty_Tier,Flight_Cancellations,Price_of_Ticket,Tenure,Revenue_Contribution,Ancillary_Purchases,Discount_Usage,Offer,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,AVG_INTERVAL time,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Complaints_Frequency,NPS,Recency
107,52,Female,824-829-3642x4034,wendykennedy@example.org,India,13-07-2024,IN9242,Business,Mobile App,Domestic,9,1565,1773,Platinum,3,1800.46,2,1448.79,1,6,No Offer,1,3,3,2,1,1,2,2,1,3,5,4,28,5,20,62,1,7,60
108,58,Female,411.445.7041x2234,morrowkeith@example.com,Canada,30-11-2024,CA6921,Business,Agent,Domestic,5,6178,847,Platinum,1,118.01,8,11139.52,5,19,No Offer,1,4,5,4,4,1,3,1,2,1,2,4,4,3,106,110,2,4,94
109,50,Male,(522)957-1196,alexandra76@example.com,Canada,07-11-2024,CA4765,First Class,Agent,Domestic,5,8739,5063,Silver,0,1784.57,6,13923.6,0,10,Lounge Access,1,3,3,5,3,5,2,3,4,3,1,2,24,2,118,74,2,2,51
110,24,Male,284.858.2353x77209,boonewarren@example.net,Japan,29-03-2024,JA1584,Economy,Mobile App,Domestic,3,8790,1214,Gold,5,1601.86,10,6654.56,4,47,Lounge Access,2,4,4,1,1,4,3,3,3,1,1,4,2,2,104,5,5,3,146
111,21,Male,001-380-896-7162x25315,marvin88@example.net,India,27-11-2024,IN3014,Economy,Agent,International,8,6473,5425,Gold,1,567.31,4,3083.3,4,50,No Offer,5,3,3,2,3,2,3,4,5,3,5,4,22,4,102,48,0,10,365
112,61,Female,(266)866-1733x17333,bassmaria@example.net,USA,29-06-2024,US8422,Business,Phone,International,8,255,408,Silver,2,114.95,7,2362.05,4,41,Lounge Access,4,1,3,3,3,1,4,3,5,4,3,5,16,1,107,119,3,7,116
113,42,Male,462-714-1014x001,jamesking@example.org,Canada,07-01-2024,CA6061,Business,Agent,International,3,9230,97,Gold,1,560.3,1,4599.28,1,49,Free Upgrade,5,2,3,3,3,2,4,3,5,2,1,3,19,1,90,90,2,6,94
114,77,Female,+1-904-470-7535x885,lydia62@example.org,UK,30-01-2024,UK4777,First Class,Phone,International,3,6663,473,Gold,0,887.88,6,2427.84,4,47,Discount,5,3,5,5,1,1,2,3,2,5,4,4,28,5,70,120,3,1,168
115,42,Female,783-419-9311,xbrown@example.net,Australia,28-07-2024,AU2684,First Class,Online,International,1,1711,1376,Platinum,5,1669.27,10,852.09,2,7,Free Upgrade,4,3,2,2,4,4,5,3,1,3,1,1,1,2,3,11,4,4,239
116,66,Female,+1-979-370-4197x9310,lisa63@example.org,Germany,02-02-2024,GE5255,Economy,Phone,International,4,5167,2337,Bronze,0,170.17,6,3225.48,2,44,Lounge Access,4,3,2,1,2,5,5,1,4,3,5,5,20,2,34,27,3,2,320
117,79,Female,+1-702-780-0017x7775,kelliwilson@example.net,France,01-11-2024,FR1821,First Class,Agent,Domestic,3,7695,685,Platinum,4,136.79,10,930.82,4,4,No Offer,4,5,1,2,3,2,2,4,3,2,2,2,30,5,65,105,2,10,71
118,77,Female,533-706-2134x05994,balljeremy@example.net,France,30-04-2024,FR4410,First Class,Mobile App,Domestic,2,3039,5660,Platinum,3,1682.14,2,6376.52,4,42,Discount,1,2,3,4,2,4,2,2,2,3,3,3,17,1,15,47,3,10,7
119,32,Male,656-531-2740x267,castillodavid@example.net,USA,08-12-2024,US5430,Business,Phone,International,2,4765,2088,Silver,3,757.75,10,11416.32,3,23,Lounge Access,4,5,5,5,2,5,1,4,1,3,4,4,13,2,37,15,0,9,284
120,30,Male,869-228-7472,marcia72@example.net,Australia,18-08-2024,AU2105,First Class,Agent,Domestic,8,4748,320,Platinum,5,695.63,6,3535.72,4,39,Lounge Access,2,4,3,3,4,1,3,2,2,5,3,5,12,2,25,51,1,10,83
121,29,Female,742.292.2710x879,gflores@example.com,India,22-02-2024,IN5596,First Class,Mobile App,Domestic,8,2089,719,Bronze,1,1639.7,9,331.73,3,50,Discount,2,2,4,3,5,4,1,4,2,4,4,2,29,4,102,21,4,1,13
122,62,Female,(298)208-5819x8280,mitchellmark@example.com,USA,02-03-2024,US5450,Business,Online,International,8,8438,5582,Platinum,2,811.26,10,1251.64,1,25,Discount,2,3,5,2,4,4,2,2,2,2,5,5,17,3,109,65,4,6,328
123,70,Female,8729639449,reynoldsstephen@example.com,France,20-04-2024,FR4983,First Class,Online,International,8,2798,2425,Bronze,1,1402.94,4,2430.96,3,37,No Offer,1,1,2,2,2,2,4,3,5,2,5,2,6,4,81,17,1,7,195
124,72,Female,603.427.2051,phillipsallison@example.net,Japan,18-03-2024,JA1813,Economy,Online,Domestic,6,8157,257,Bronze,1,1192.73,3,1957.86,4,48,Free Upgrade,2,4,3,3,3,4,3,4,3,1,3,2,21,1,61,14,5,6,14
125,18,Female,803.907.1851,kellis@example.com,India,06-07-2024,IN8098,Economy,Phone,International,2,5683,424,Gold,0,884.97,3,17502.75,0,17,No Offer,4,4,1,5,2,5,3,2,1,3,4,5,26,2,20,5,2,6,21
126,67,Female,001-481-242-2974,howejohn@example.org,Canada,15-01-2024,CA3946,First Class,Mobile App,Domestic,4,5154,479,Platinum,5,1716.78,10,11034,4,3,No Offer,3,3,1,4,5,2,2,2,1,3,2,3,5,5,12,33,4,1,325
127,65,Male,680.235.9262,brettmoreno@example.net,UK,14-03-2024,UK2948,Economy,Phone,Domestic,1,9948,3648,Gold,3,1135.34,4,1376.55,1,35,Lounge Access,1,4,3,1,5,3,4,3,5,1,2,1,17,3,85,93,4,8,179
128,43,Male,001-704-858-7941x126,raymaria@example.org,India,11-10-2024,IN7648,Business,Agent,International,1,5415,746,Platinum,2,1934.43,8,248.18,3,31,Lounge Access,4,1,4,4,2,3,4,3,4,1,2,1,9,4,18,80,5,9,147
129,74,Female,782.793.2859,kenneth69@example.com,UK,20-03-2024,UK4843,Business,Mobile App,International,6,2819,8972,Silver,0,1931.73,1,6175.76,2,7,Free Upgrade,1,1,1,5,2,4,2,1,3,5,2,2,29,5,96,53,5,7,217
130,69,Female,815-352-9473,matthewbrown@example.net,France,27-05-2024,FR4686,Business,Mobile App,Domestic,7,2197,2916,Platinum,0,1901.58,5,1641.25,5,24,No Offer,3,4,2,5,1,4,5,4,5,4,5,5,29,1,46,69,1,3,77
131,27,Female,001-853-309-6931,osborneisaac@example.net,UK,03-01-2024,UK5936,First Class,Mobile App,International,10,2146,480,Gold,4,933.4,7,2891.1,0,8,No Offer,4,5,4,3,5,4,3,2,3,3,3,2,14,2,92,104,4,2,243
132,80,Female,-7985,lrichardson@example.com,Germany,19-02-2024,GE1304,First Class,Mobile App,International,1,2342,2966,Gold,4,608.67,3,3329.97,1,35,No Offer,2,1,2,3,1,2,2,2,1,5,5,5,18,5,113,120,1,4,280
133,57,Female,805.939.3150x13044,brenda15@example.org,UK,23-08-2024,UK4388,First Class,Phone,International,5,8926,7418,Silver,5,512.78,7,6800.5,2,43,Discount,1,2,1,5,5,1,1,2,4,1,4,5,9,1,12,102,3,3,68
134,80,Female,338-859-7222,angelabutler@example.com,Japan,07-07-2024,JA9831,First Class,Phone,International,2,5183,1014,Silver,1,768.94,6,5168.6,5,48,No Offer,4,2,1,4,2,4,3,1,4,5,3,2,24,3,58,51,4,4,201
135,30,Female,439.272.5039x408,nicolenorton@example.net,Canada,24-02-2024,CA6340,Business,Online,International,9,601,2018,Platinum,2,1068.96,9,11199.23,2,16,Free Upgrade,3,3,2,2,1,5,5,4,2,2,5,1,21,2,13,74,3,6,191
136,18,Female,(387)685-7475x974,wongdarlene@example.org,Germany,08-05-2024,GE1232,First Class,Online,International,6,8739,1096,Gold,4,728.92,4,6494.32,0,26,Lounge Access,4,3,2,3,1,3,3,3,5,5,4,4,5,2,47,35,1,2,323
137,70,Male,5465110260,arroyodenise@example.org,UK,29-01-2024,UK9533,Economy,Phone,International,10,7401,1290,Bronze,3,824.39,3,6075.64,1,37,No Offer,4,1,2,4,3,5,4,4,4,1,2,4,11,1,115,78,1,10,89
138,55,Male,559-344-3040x0518,fbenson@example.org,France,01-04-2024,FR2680,First Class,Online,International,4,7247,1546,Platinum,0,1277.59,4,7833.77,2,0,Lounge Access,5,4,2,4,5,4,1,1,3,1,5,3,7,5,10,82,3,2,235
139,34,Male,603-470-1902,william15@example.com,Canada,17-11-2024,CA4550,Business,Agent,Domestic,7,5195,6460,Silver,1,125.79,9,6969.64,3,16,Free Upgrade,2,5,5,4,1,3,2,4,4,5,3,1,18,1,69,92,1,7,108
140,41,Female,538-449-2215,psimmons@example.org,UK,23-01-2024,UK2254,First Class,Agent,Domestic,8,9877,1168,Gold,3,1435.81,3,8370.72,5,38,No Offer,1,5,3,2,3,5,1,2,4,5,1,1,26,2,48,94,0,5,300
141,67,Male,905.822.7489x687,riveraspencer@example.org,UK,06-03-2024,UK7822,Business,Agent,International,3,7536,60,Platinum,1,208.45,8,802.52,4,38,Lounge Access,5,1,1,3,3,2,5,1,4,3,3,2,18,4,21,108,5,10,342
142,80,Female,001-269-355-6510x607,gdodson@example.net,Australia,13-02-2024,AU6433,First Class,Phone,International,8,6994,3580,Silver,0,689.31,4,15344.4,4,44,Free Upgrade,4,4,3,2,2,4,1,3,5,5,4,3,16,1,101,11,0,1,254
143,27,Female,001-386-827-6818,teresa44@example.org,Japan,24-02-2024,JA7950,Business,Online,International,8,7854,454,Platinum,2,544.08,10,3307.56,2,40,No Offer,2,4,4,5,1,1,4,5,2,4,1,1,12,4,91,13,3,3,356
144,40,Female,687-301-3195,connieweaver@example.com,Canada,22-06-2024,CA9238,First Class,Agent,International,2,7709,820,Platinum,2,1220.12,5,2136,4,44,Lounge Access,1,4,3,5,4,5,3,5,3,3,2,3,7,1,97,110,5,5,195
145,64,Female,001-586-319-4779x2346,gbeck@example.net,Japan,20-11-2024,JA4739,First Class,Agent,International,9,1479,1524,Gold,2,813.33,7,1333.92,5,50,Lounge Access,3,5,1,2,4,1,4,3,2,5,5,5,23,2,57,77,4,8,285
146,18,Male,+1-276-279-0511x664,john80@example.net,UK,08-05-2024,UK2889,Business,Online,Domestic,10,5533,383,Silver,1,970.4,10,475.33,0,19,No Offer,3,4,3,2,1,1,3,4,3,2,3,1,12,2,15,59,1,4,363
147,45,Male,863-707-0346x3670,welchsandra@example.net,Australia,11-03-2024,AU1083,Business,Phone,Domestic,7,888,5701,Platinum,4,1326.63,1,13407.12,2,16,No Offer,1,1,4,4,2,2,4,2,4,3,4,4,29,3,58,35,5,1,9
148,32,Male,9123578977,jmercado@example.net,India,25-08-2024,IN6824,Economy,Phone,International,1,2808,3347,Platinum,1,692.99,4,2198.3,2,42,Lounge Access,2,2,2,4,1,1,2,5,2,5,4,2,8,1,56,22,0,1,95
149,75,Male,(680)232-0975x93365,cynthia93@example.com,India,08-04-2024,IN1150,Economy,Mobile App,International,4,9634,2891,Silver,2,1161.54,7,6515.32,1,13,Lounge Access,1,1,2,4,2,3,4,5,1,5,4,4,16,1,78,53,4,4,169
150,75,Female,(873)720-2878x172,shelley13@example.net,Canada,23-09-2024,CA6189,First Class,Phone,Domestic,5,7508,1546,Silver,5,854.4,8,5002.7,5,34,Free Upgrade,1,1,2,5,5,3,2,4,4,5,1,1,29,2,97,76,4,2,317
151,68,Female,001-513-462-6363x4952,huntkathryn@example.org,Germany,14-01-2024,GE3018,Economy,Online,International,3,7401,1823,Gold,4,206.2,3,12890.88,4,25,No Offer,1,5,1,4,5,2,1,5,1,2,4,2,28,4,110,104,3,3,309
152,78,Male,3746574373,jeromesandoval@example.com,Germany,22-05-2024,GE2849,Economy,Agent,Domestic,6,2724,4248,Platinum,1,1663.97,7,414.48,2,8,Lounge Access,4,1,3,4,4,1,2,2,4,4,1,1,27,2,1,117,2,7,19
153,48,Male,(716)525-8028x42723,tonya98@example.com,UK,13-10-2024,UK2641,Business,Online,International,5,2327,147,Bronze,1,639.01,3,1181.07,3,29,No Offer,,5,4,3,3,5,5,3,1,1,4,1,29,5,48,44,3,10,78
154,54,Male,(625)263-9986,justin44@example.com,Australia,02-07-2024,AU1990,Business,Phone,Domestic,4,843,2741,Gold,4,1379.14,8,9562.08,0,37,Free Upgrade,5,3,1,3,1,1,2,4,1,1,5,4,7,1,88,81,4,1,264
155,52,Female,328.914.4214,joewiley@example.net,France,26-02-2024,FR1610,First Class,Online,International,9,3416,1822,Platinum,4,1776.19,3,7057.6,4,1,No Offer,2,1,5,1,3,3,3,3,2,2,5,5,29,3,101,100,5,10,5
156,25,Male,510-914-0923,josephjordan@example.net,Japan,15-10-2024,JA5652,Economy,Online,Domestic,4,6602,855,Silver,2,1121.72,7,1064.5,1,13,Discount,5,2,3,1,1,5,1,2,5,3,1,1,2,1,67,7,4,8,101
157,64,Male,001-793-699-3187x33269,xsantiago@example.net,Japan,06-01-2024,JA2352,First Class,Mobile App,Domestic,9,7031,839,Bronze,4,1088.82,8,1684.4,4,34,Lounge Access,2,1,4,2,4,2,2,3,1,4,3,2,14,1,31,11,2,9,229
158,61,Female,(955)967-3926x159,daniel79@example.net,Germany,20-05-2024,GE1374,First Class,Phone,International,4,6626,2629,Bronze,1,328.82,6,9428.31,0,38,Free Upgrade,4,3,1,1,4,2,4,1,3,1,5,2,6,3,30,116,0,7,314
159,20,Male,001-611-974-0420x601,loriflores@example.net,Canada,12-10-2024,CA7794,First Class,Online,Domestic,7,5299,2379,Silver,0,1699.27,4,3096.84,2,34,Free Upgrade,3,4,3,3,2,5,3,4,5,1,5,2,15,1,45,12,5,1,284
160,78,Female,995-200-3115x419,fgraves@example.org,UK,09-01-2024,UK9054,Business,Phone,International,6,1542,3645,Silver,2,351.67,10,9836.52,0,28,Discount,1,2,4,5,1,3,2,2,3,1,1,2,10,5,79,108,3,5,215
161,31,Female,229-510-9122x666,blairjanice@example.com,USA,22-09-2024,US6907,Economy,Online,Domestic,7,4093,2584,Silver,2,716.02,6,5608.5,2,45,Free Upgrade,5,5,5,3,3,2,1,2,3,2,2,4,6,5,22,59,3,3,40
162,40,Male,379-491-0216x621,zwest@example.com,USA,06-03-2024,US7910,First Class,Agent,Domestic,5,868,5634,Gold,5,460.06,3,679.2,1,28,Discount,5,2,3,5,4,4,1,4,5,1,1,2,5,3,16,90,3,3,12
163,50,Male,(547)892-7855x96293,tracymanning@example.net,Germany,11-02-2024,GE6288,Economy,Mobile App,Domestic,9,6879,2583,Platinum,2,523.5,2,2747.74,4,0,No Offer,1,4,2,3,3,4,2,3,3,5,3,4,24,4,49,15,3,5,10
164,35,Male,001-577-664-8464x110,pateltanya@example.com,India,02-11-2024,IN3729,First Class,Mobile App,International,6,4218,4763,Platinum,4,133.66,8,7482.6,0,24,No Offer,3,2,3,1,3,1,2,1,1,3,2,3,30,3,22,12,4,7,48
165,76,Female,995-819-4757x865,jacksontheresa@example.org,India,03-12-2024,IN1488,Economy,Agent,International,2,453,4242,Bronze,1,971.2,4,1968.75,0,3,Lounge Access,2,2,2,3,4,4,3,5,3,3,3,3,16,5,47,64,3,7,1
166,41,Male,(593)389-8506,rachel47@example.net,Japan,02-07-2024,JA1173,First Class,Online,International,6,3579,2183,Bronze,4,383.1,4,3702.84,4,34,No Offer,4,1,5,3,5,2,2,3,4,5,4,4,29,1,40,11,4,3,16
167,39,Female,8245721943,russellolivia@example.com,UK,23-10-2024,UK6746,Economy,Mobile App,International,3,2772,3516,Gold,2,1284.89,6,3252,2,20,Free Upgrade,1,4,3,3,5,5,5,1,3,5,2,1,16,5,36,111,0,9,234
168,54,Male,-6456,troy72@example.net,Germany,27-06-2024,GE5563,Economy,Phone,Domestic,2,5945,1970,Bronze,1,913.13,5,961.62,2,26,Free Upgrade,4,2,4,3,3,5,4,4,5,1,4,4,27,2,96,42,0,1,85
169,22,Female,618.674.4595x29305,smithrandall@example.org,Canada,04-10-2024,CA5144,First Class,Phone,International,7,1730,1618,Gold,0,135.46,4,2007.18,1,25,Discount,5,1,3,5,5,3,4,1,3,3,2,5,18,3,59,96,0,10,297
170,51,Female,001-634-907-4576x76050,perezmichael@example.org,India,29-09-2024,IN9464,First Class,Phone,International,8,8844,6745,Gold,5,640.98,5,1066.14,5,6,Discount,2,2,5,4,3,1,3,4,5,5,3,1,5,2,55,94,3,1,246
171,54,Female,245-672-2171x6481,larry04@example.com,UK,14-09-2024,UK5243,Economy,Online,International,4,5609,2676,Bronze,2,1413.69,3,1038.22,0,17,No Offer,5,2,4,3,3,4,1,4,5,2,3,5,11,3,91,35,1,8,65
172,57,Female,569.593.0595,vwilliams@example.net,UK,24-01-2024,UK3574,First Class,Online,International,4,1307,9121,Silver,5,1877.27,10,3882.54,2,27,Free Upgrade,5,3,3,1,5,5,3,2,1,1,4,3,22,3,80,85,4,1,39
173,61,Female,001-562-876-9180x596,luis19@example.org,Australia,02-12-2024,AU2887,Economy,Online,International,1,1607,1548,Bronze,2,102.7,2,2253,4,44,No Offer,2,1,1,3,1,5,1,1,2,5,1,1,7,3,60,55,1,4,92
174,38,Female,(582)815-3630,paula79@example.org,Canada,07-02-2024,CA7498,Economy,Phone,International,7,9618,4391,Platinum,1,1924.88,9,17455.41,0,41,Discount,3,1,1,1,2,5,2,5,3,1,5,1,27,3,29,78,4,10,132
175,69,Male,(947)536-6590,dcurtis@example.net,Japan,26-02-2024,JA6846,First Class,Online,Domestic,8,2172,511,Silver,1,1968.38,4,1569.94,1,36,Lounge Access,1,2,3,4,2,4,4,2,3,5,3,5,24,4,13,88,1,1,272
176,51,Female,940-420-4499x13225,robertroberts@example.com,UK,17-01-2024,UK6735,Economy,Phone,International,8,3253,8096,Bronze,3,1310.93,1,1347.76,1,11,Discount,5,5,5,4,3,3,5,3,1,1,2,4,26,5,58,44,2,3,149
177,67,Female,001-944-213-7069x7928,dawn97@example.org,France,10-12-2024,FR3234,First Class,Online,Domestic,9,3715,3887,Bronze,4,1973.5,1,2783.45,5,11,Discount,4,3,1,1,1,2,5,3,4,2,2,3,25,1,82,73,1,6,46
178,38,Female,517-426-1456,cassandra97@example.org,Germany,28-06-2024,GE3501,First Class,Mobile App,Domestic,9,7751,594,Silver,1,182.8,1,9983.12,1,21,No Offer,5,3,1,5,5,3,5,5,2,4,2,2,1,4,15,19,5,8,9
179,62,Female,512.857.3072,gregory85@example.org,Canada,30-10-2024,CA9896,Economy,Phone,International,3,652,4685,Gold,2,1121.49,4,13828.88,2,0,Free Upgrade,4,1,2,2,4,1,5,5,2,4,2,3,20,2,32,24,1,8,117
180,46,Female,760-213-4939x4539,ashley36@example.org,France,31-10-2024,FR6217,Business,Agent,International,4,844,6277,Bronze,2,889.66,1,5036,5,50,Free Upgrade,4,5,1,5,2,5,4,2,3,5,5,4,16,5,113,72,0,2,258
181,29,Male,608.223.8709x7280,tmartinez@example.com,Japan,29-04-2024,JA7727,Economy,Online,International,6,7966,859,Gold,4,547.12,9,2690.31,4,20,Discount,1,5,4,2,2,2,3,3,2,1,5,4,19,5,8,120,5,6,106
182,45,Male,-11390,jacobrodriguez@example.org,Australia,12-03-2024,AU3229,Economy,Online,Domestic,9,6466,1155,Platinum,2,790.87,4,906.66,4,4,Discount,4,5,3,5,1,3,3,2,2,2,2,1,2,5,52,19,0,4,33
183,80,Female,001-605-582-5919x9546,lhuff@example.net,Australia,04-01-2024,AU4415,First Class,Agent,Domestic,9,8319,3379,Platinum,0,1505.78,2,1968.27,1,50,Lounge Access,4,4,4,1,1,4,4,5,5,5,3,4,28,4,90,89,5,5,338
184,37,Male,969-385-3655x73618,brookegrant@example.com,UK,01-06-2024,UK8758,First Class,Agent,Domestic,5,5599,416,Silver,1,443.16,10,1926.97,4,46,Free Upgrade,5,4,5,5,5,5,4,3,4,3,5,1,3,3,72,95,4,6,69
185,38,Male,(795)643-9904,michaelwalker@example.com,Canada,10-12-2024,CA9266,First Class,Online,International,2,3282,736,Bronze,4,1458,4,253.43,0,23,Lounge Access,2,2,2,4,2,2,3,4,5,1,2,4,12,1,19,107,4,3,237
186,39,Male,(397)278-8593x24000,sgomez@example.com,Japan,08-11-2024,JA5457,First Class,Mobile App,International,1,524,2734,Silver,2,592.67,5,10251.04,4,12,Free Upgrade,4,2,5,5,5,5,1,3,5,1,2,2,21,1,37,62,2,5,107
187,53,Female,001-916-992-3996x1235,stevenperez@example.net,USA,01-03-2024,US5161,First Class,Online,Domestic,6,9528,2684,Platinum,1,766.1,5,3893,0,40,Discount,1,3,2,4,4,3,5,2,2,1,2,3,1,3,7,80,1,8,149
188,20,Female,001-779-334-7499x95016,valerie46@example.net,UK,29-04-2024,UK1626,Economy,Online,International,10,92,473,Silver,3,707.63,5,7063.3,3,38,Discount,1,1,1,3,1,3,2,2,4,5,1,2,30,2,116,112,3,7,94
189,35,Male,2844274128,russell98@example.net,France,22-10-2024,FR5094,Economy,Agent,Domestic,9,8791,146,Silver,1,1305.45,8,1690.31,5,19,Discount,5,1,5,5,5,4,1,4,1,3,3,1,12,4,7,83,0,6,237
190,67,Female,929-723-7287x6303,jjoseph@example.net,France,30-11-2024,FR7684,Economy,Phone,Domestic,8,6104,1557,Gold,2,365.75,5,6580.56,1,15,No Offer,5,1,1,5,5,3,3,1,3,3,2,1,2,5,80,74,3,6,363
191,33,Male,629-656-8306x2708,rpayne@example.com,Australia,13-01-2024,AU1918,Business,Agent,Domestic,10,7410,584,Gold,3,804.5,7,8969.8,4,29,Lounge Access,3,2,5,2,1,3,1,5,2,3,3,3,15,1,114,89,5,3,271
192,72,Female,231.244.2291x6353,gonzalezdawn@example.org,UK,14-02-2024,UK9764,Business,Mobile App,International,8,1957,1106,Platinum,4,1696.92,6,338.88,2,33,Free Upgrade,2,2,2,5,4,4,1,3,5,3,1,1,30,2,42,17,2,6,243
193,75,Female,(904)403-3393x357,johnsondanielle@example.org,UK,10-12-2024,UK6951,First Class,Phone,Domestic,5,5710,310,Platinum,3,341.49,7,6595.45,5,12,No Offer,5,1,2,2,3,1,4,2,1,4,5,3,24,5,36,6,2,1,321
194,32,Male,470-319-6143x95910,peter14@example.org,Germany,08-02-2024,GE4979,Economy,Agent,Domestic,3,2171,5876,Silver,3,1711.73,4,6164.64,5,13,Free Upgrade,3,5,4,3,2,2,2,4,3,5,4,1,3,4,113,64,1,7,197
195,23,Female,6898313035,brownkatherine@example.com,USA,03-06-2024,US6620,Economy,Phone,Domestic,7,5299,7110,Platinum,0,674.81,2,7156.26,2,2,No Offer,3,1,5,4,2,2,2,5,2,5,2,2,5,5,67,12,5,5,313
196,53,Male,837-868-6374,seth47@example.org,Germany,21-03-2024,GE1683,First Class,Online,International,8,2587,1419,Bronze,4,1163.13,1,3932.1,1,43,Discount,3,3,1,2,1,5,1,4,5,2,1,1,18,2,37,81,4,6,291
197,70,Female,243.553.6373x278,scarson@example.net,Canada,05-08-2024,CA2904,Business,Phone,Domestic,6,2023,59,Bronze,2,159.87,5,4456.64,3,13,Free Upgrade,3,2,5,2,3,2,1,2,1,5,4,5,25,1,84,105,3,8,255
198,56,Male,+1-889-806-5354x4434,turnerconnor@example.com,Japan,10-06-2024,JA1301,First Class,Phone,International,5,447,987,Silver,4,1773.51,10,780.75,4,50,No Offer,5,3,4,5,2,5,3,4,5,4,5,5,13,4,69,75,4,1,203
199,25,Female,8312339781,wrightmichael@example.com,Canada,02-06-2024,CA7128,Business,Online,International,7,6211,1560,Platinum,0,871.11,2,571.57,3,1,Discount,2,1,4,3,1,4,4,4,4,4,2,3,13,4,101,33,0,3,334
200,46,Female,(849)498-6356,john27@example.org,UK,23-07-2024,UK3072,First Class,Agent,Domestic,2,6739,1064,Silver,0,1203.93,3,915.06,2,33,Discount,3,5,1,5,5,2,5,2,2,2,3,4,11,4,87,13,2,9,128
201,65,Female,001-742-265-5086x70818,markherrera@example.org,France,26-10-2024,FR9199,First Class,Phone,Domestic,1,5741,3486,Gold,0,1808.77,4,4438.1,2,27,No Offer,2,2,4,4,2,4,1,3,5,2,4,1,9,5,42,95,3,4,351
202,66,Male,(901)541-7858x7189,xcrawford@example.com,USA,22-06-2024,US1229,Business,Online,Domestic,8,5239,656,Platinum,3,1963.2,3,9611.6,5,16,No Offer,5,1,3,2,3,2,5,2,1,4,2,2,29,2,96,59,0,1,143
203,61,Female,3513941232,shari64@example.com,Australia,06-04-2024,AU3168,First Class,Mobile App,Domestic,6,5021,4825,Bronze,2,1636.32,8,10327.92,0,10,Lounge Access,1,3,4,4,3,3,1,3,3,2,1,1,26,4,37,14,4,8,33
204,38,Male,(214)292-8618x1748,fanthony@example.com,Germany,25-04-2024,GE6972,Business,Mobile App,Domestic,2,1168,2182,Bronze,0,733.99,1,5157.9,0,27,Free Upgrade,1,2,2,1,4,1,3,1,4,5,2,1,22,4,73,71,3,6,225
205,26,Female,966-751-0868x294,laura03@example.net,Canada,29-05-2024,CA4932,Business,Agent,International,2,9440,767,Bronze,2,1066.62,2,7418.55,5,30,Discount,4,2,4,1,2,5,2,1,5,2,1,5,26,2,28,82,2,1,118
206,47,Female,7936541617,nicholsnicholas@example.org,India,23-04-2024,IN8882,First Class,Mobile App,International,9,9332,5024,Bronze,4,231.1,9,11401.92,5,13,Lounge Access,4,2,5,2,2,2,4,2,4,4,2,2,23,4,58,72,4,9,314
207,70,Male,001-363-741-9749x2178,robert52@example.org,Canada,06-09-2024,CA9362,First Class,Online,Domestic,3,1940,3169,Platinum,5,1135.22,10,560.6,2,45,Lounge Access,2,5,1,5,5,3,3,2,5,3,4,4,20,5,95,78,5,3,176
208,80,Male,2877901302,theresapeterson@example.com,France,18-02-2024,FR7150,Business,Phone,International,9,1611,205,Platinum,2,1916.06,9,9670.75,4,50,Lounge Access,2,2,4,1,1,3,1,5,2,1,4,2,7,5,56,96,1,2,258
209,23,Female,001-235-977-8915x2933,smithwendy@example.com,Canada,02-02-2024,CA3174,Economy,Phone,International,7,6058,2244,Silver,0,1514.02,7,14083.84,1,1,Lounge Access,2,4,5,1,2,1,2,5,4,5,4,3,20,3,63,4,5,8,149
210,26,Male,820.775.8053x953,williamsmegan@example.com,Japan,04-12-2024,JA7029,Business,Online,Domestic,10,4806,5886,Gold,3,1555.32,4,2568.9,5,7,Free Upgrade,4,2,5,2,2,4,1,5,1,1,1,1,17,1,0,30,5,3,316
211,61,Female,4738795867,scottjoseph@example.com,USA,03-05-2024,US5909,Business,Online,International,2,7524,4756,Bronze,4,303.66,5,2969.94,5,16,Lounge Access,2,1,4,4,4,1,2,4,4,1,3,2,27,1,32,64,2,6,267
212,42,Female,768.357.3783x89869,henrynatasha@example.org,USA,30-10-2024,US5746,Economy,Online,Domestic,4,8722,918,Silver,5,1558.88,6,4621.4,3,47,Free Upgrade,2,4,4,5,1,2,5,5,1,5,2,2,13,2,33,30,1,8,102
213,75,Female,(403)323-3628,walkerbrooke@example.net,France,04-04-2024,FR2248,First Class,Phone,Domestic,9,4983,4363,Platinum,3,1677.57,2,2611.56,1,28,Lounge Access,5,2,3,1,5,2,1,4,5,2,2,3,12,3,92,43,5,6,315
214,33,Male,+1-506-570-4790x3832,shaun69@example.net,Germany,04-09-2024,GE5490,First Class,Mobile App,Domestic,7,9238,2900,Bronze,3,848.51,5,5128.88,0,41,Free Upgrade,5,3,3,5,2,1,3,1,5,1,4,1,11,1,33,2,0,9,298
215,68,Male,+1-948-262-9189x1165,james85@example.org,Germany,02-03-2024,GE5298,First Class,Phone,International,3,4003,2675,Silver,0,898.99,8,17113.5,2,40,Free Upgrade,5,3,4,1,1,1,3,4,1,4,3,2,29,3,16,117,0,10,94
